type,date,place,age,numer of items,total amount(NTD)
交通,2016-04,南投縣,0-20,154.0,188972.0
交通,2016-04,南投縣,20-25,3266.0,2059066.0
交通,2016-04,南投縣,25-30,9966.0,6756097.0
交通,2016-04,南投縣,30-35,17011.0,12752290.0
交通,2016-04,南投縣,35-40,21662.0,17481393.0
交通,2016-04,南投縣,40-45,20381.0,16592262.0
交通,2016-04,南投縣,45-50,20233.0,17236529.0
交通,2016-04,南投縣,50-55,16495.0,14659402.0
交通,2016-04,南投縣,55-60,11587.0,9727675.0
交通,2016-04,南投縣,60-65,6537.0,5700634.0
交通,2016-04,南投縣,65-70,2532.0,2014589.0
交通,2016-04,南投縣,70-75,565.0,433083.0
交通,2016-04,南投縣,75-80,259.0,178006.0
交通,2016-04,南投縣,80-,76.0,44229.0
交通,2016-04,台東縣,0-20,65.0,45883.0
交通,2016-04,台東縣,20-25,1270.0,967990.0
交通,2016-04,台東縣,25-30,3135.0,2575377.0
交通,2016-04,台東縣,30-35,4598.0,4070616.0
交通,2016-04,台東縣,35-40,5235.0,4866154.0
交通,2016-04,台東縣,40-45,5221.0,5523970.0
交通,2016-04,台東縣,45-50,5035.0,4943151.0
交通,2016-04,台東縣,50-55,4325.0,4732820.0
交通,2016-04,台東縣,55-60,2878.0,3031798.0
交通,2016-04,台東縣,60-65,1741.0,1813667.0
交通,2016-04,台東縣,65-70,702.0,663798.0
交通,2016-04,台東縣,70-75,184.0,157802.0
交通,2016-04,台東縣,75-80,63.0,106642.0
交通,2016-04,台東縣,80-,33.0,21993.0
交通,2016-04,嘉義市,0-20,117.0,58787.0
交通,2016-04,嘉義市,20-25,2275.0,1320070.0
交通,2016-04,嘉義市,25-30,6870.0,4965481.0
交通,2016-04,嘉義市,30-35,11269.0,9102219.0
交通,2016-04,嘉義市,35-40,13523.0,11631032.0
交通,2016-04,嘉義市,40-45,13605.0,12591054.0
交通,2016-04,嘉義市,45-50,13388.0,12506899.0
交通,2016-04,嘉義市,50-55,10564.0,9151554.0
交通,2016-04,嘉義市,55-60,6207.0,6611698.0
交通,2016-04,嘉義市,60-65,3811.0,3769811.0
交通,2016-04,嘉義市,65-70,1634.0,1340407.0
交通,2016-04,嘉義市,70-75,422.0,293516.0
交通,2016-04,嘉義市,75-80,197.0,219541.0
交通,2016-04,嘉義市,80-,51.0,72712.0
交通,2016-04,嘉義縣,0-20,261.0,205819.0
交通,2016-04,嘉義縣,20-25,3989.0,2918664.0
交通,2016-04,嘉義縣,25-30,11609.0,9224241.0
交通,2016-04,嘉義縣,30-35,18481.0,15910590.0
交通,2016-04,嘉義縣,35-40,23233.0,20531526.0
交通,2016-04,嘉義縣,40-45,23895.0,21490477.0
交通,2016-04,嘉義縣,45-50,23858.0,22640341.0
交通,2016-04,嘉義縣,50-55,19022.0,18146816.0
交通,2016-04,嘉義縣,55-60,11847.0,11169301.0
交通,2016-04,嘉義縣,60-65,7349.0,6911702.0
交通,2016-04,嘉義縣,65-70,3365.0,2835100.0
交通,2016-04,嘉義縣,70-75,1067.0,906809.0
交通,2016-04,嘉義縣,75-80,385.0,328003.0
交通,2016-04,嘉義縣,80-,116.0,102714.0
交通,2016-04,基隆市,0-20,80.0,31904.0
交通,2016-04,基隆市,20-25,1671.0,931759.0
交通,2016-04,基隆市,25-30,5274.0,3300070.0
交通,2016-04,基隆市,30-35,8274.0,5817338.0
交通,2016-04,基隆市,35-40,10627.0,7426572.0
交通,2016-04,基隆市,40-45,10450.0,8103293.0
交通,2016-04,基隆市,45-50,10404.0,7933716.0
交通,2016-04,基隆市,50-55,9592.0,7640480.0
交通,2016-04,基隆市,55-60,6731.0,5258876.0
交通,2016-04,基隆市,60-65,4233.0,3141025.0
交通,2016-04,基隆市,65-70,1670.0,1095254.0
交通,2016-04,基隆市,70-75,511.0,312785.0
交通,2016-04,基隆市,75-80,137.0,88512.0
交通,2016-04,基隆市,80-,42.0,19852.0
交通,2016-04,宜蘭縣,0-20,143.0,88228.0
交通,2016-04,宜蘭縣,20-25,3107.0,1889787.0
交通,2016-04,宜蘭縣,25-30,9884.0,6751738.0
交通,2016-04,宜蘭縣,30-35,16958.0,13887281.0
交通,2016-04,宜蘭縣,35-40,20870.0,17759846.0
交通,2016-04,宜蘭縣,40-45,20573.0,18203072.0
交通,2016-04,宜蘭縣,45-50,19943.0,18499378.0
交通,2016-04,宜蘭縣,50-55,15248.0,14650582.0
交通,2016-04,宜蘭縣,55-60,10489.0,10552843.0
交通,2016-04,宜蘭縣,60-65,6403.0,6147738.0
交通,2016-04,宜蘭縣,65-70,2360.0,2119554.0
交通,2016-04,宜蘭縣,70-75,677.0,558047.0
交通,2016-04,宜蘭縣,75-80,281.0,197463.0
交通,2016-04,宜蘭縣,80-,66.0,58746.0
交通,2016-04,屏東縣,0-20,278.0,125531.0
交通,2016-04,屏東縣,20-25,4221.0,2121948.0
交通,2016-04,屏東縣,25-30,10711.0,7472207.0
交通,2016-04,屏東縣,30-35,16460.0,12379296.0
交通,2016-04,屏東縣,35-40,19988.0,16452050.0
交通,2016-04,屏東縣,40-45,19426.0,17421905.0
交通,2016-04,屏東縣,45-50,19057.0,18616433.0
交通,2016-04,屏東縣,50-55,16228.0,14430757.0
交通,2016-04,屏東縣,55-60,10886.0,9389523.0
交通,2016-04,屏東縣,60-65,6700.0,6601464.0
交通,2016-04,屏東縣,65-70,2914.0,2265671.0
交通,2016-04,屏東縣,70-75,807.0,528454.0
交通,2016-04,屏東縣,75-80,393.0,254015.0
交通,2016-04,屏東縣,80-,92.0,52395.0
交通,2016-04,彰化縣,0-20,389.0,220999.0
交通,2016-04,彰化縣,20-25,7362.0,4632691.0
交通,2016-04,彰化縣,25-30,26180.0,20043831.0
交通,2016-04,彰化縣,30-35,45362.0,37001779.0
交通,2016-04,彰化縣,35-40,55369.0,47652104.0
交通,2016-04,彰化縣,40-45,50905.0,45881853.0
交通,2016-04,彰化縣,45-50,46127.0,42543516.0
交通,2016-04,彰化縣,50-55,36320.0,36333172.0
交通,2016-04,彰化縣,55-60,23564.0,23144651.0
交通,2016-04,彰化縣,60-65,13562.0,11762847.0
交通,2016-04,彰化縣,65-70,5359.0,4626383.0
交通,2016-04,彰化縣,70-75,1411.0,1138466.0
交通,2016-04,彰化縣,75-80,590.0,553860.0
交通,2016-04,彰化縣,80-,144.0,83506.0
交通,2016-04,新竹市,0-20,315.0,109289.0
交通,2016-04,新竹市,20-25,5336.0,2560358.0
交通,2016-04,新竹市,25-30,17593.0,10386451.0
交通,2016-04,新竹市,30-35,27526.0,20120207.0
交通,2016-04,新竹市,35-40,31190.0,24372620.0
交通,2016-04,新竹市,40-45,25145.0,23300744.0
交通,2016-04,新竹市,45-50,21317.0,18484124.0
交通,2016-04,新竹市,50-55,16068.0,14160541.0
交通,2016-04,新竹市,55-60,10135.0,9150975.0
交通,2016-04,新竹市,60-65,5782.0,5617347.0
交通,2016-04,新竹市,65-70,2474.0,1710984.0
交通,2016-04,新竹市,70-75,760.0,610704.0
交通,2016-04,新竹市,75-80,279.0,193245.0
交通,2016-04,新竹市,80-,83.0,39681.0
交通,2016-04,新竹縣,0-20,400.0,319608.0
交通,2016-04,新竹縣,20-25,6078.0,3695326.0
交通,2016-04,新竹縣,25-30,24290.0,16501388.0
交通,2016-04,新竹縣,30-35,42367.0,32936340.0
交通,2016-04,新竹縣,35-40,47939.0,40449553.0
交通,2016-04,新竹縣,40-45,40342.0,37009801.0
交通,2016-04,新竹縣,45-50,31168.0,29048141.0
交通,2016-04,新竹縣,50-55,21942.0,19517046.0
交通,2016-04,新竹縣,55-60,12472.0,10899545.0
交通,2016-04,新竹縣,60-65,7305.0,6349698.0
交通,2016-04,新竹縣,65-70,3585.0,2356362.0
交通,2016-04,新竹縣,70-75,1073.0,677966.0
交通,2016-04,新竹縣,75-80,404.0,226433.0
交通,2016-04,新竹縣,80-,90.0,40388.0
交通,2016-04,澎湖縣,0-20,37.0,16731.0
交通,2016-04,澎湖縣,20-25,565.0,511037.0
交通,2016-04,澎湖縣,25-30,1240.0,948808.0
交通,2016-04,澎湖縣,30-35,1727.0,1523745.0
交通,2016-04,澎湖縣,35-40,2051.0,1954314.0
交通,2016-04,澎湖縣,40-45,2136.0,2071544.0
交通,2016-04,澎湖縣,45-50,1972.0,1917813.0
交通,2016-04,澎湖縣,50-55,1726.0,1779128.0
交通,2016-04,澎湖縣,55-60,1284.0,1306586.0
交通,2016-04,澎湖縣,60-65,787.0,821179.0
交通,2016-04,澎湖縣,65-70,319.0,260293.0
交通,2016-04,澎湖縣,70-75,118.0,130404.0
交通,2016-04,澎湖縣,75-80,46.0,30548.0
交通,2016-04,澎湖縣,80-,11.0,8550.0
交通,2016-04,花蓮縣,0-20,140.0,64279.0
交通,2016-04,花蓮縣,20-25,3481.0,2490075.0
交通,2016-04,花蓮縣,25-30,7467.0,5578533.0
交通,2016-04,花蓮縣,30-35,10500.0,8502375.0
交通,2016-04,花蓮縣,35-40,11852.0,11221463.0
交通,2016-04,花蓮縣,40-45,11345.0,11266383.0
交通,2016-04,花蓮縣,45-50,11304.0,10558354.0
交通,2016-04,花蓮縣,50-55,9614.0,9851861.0
交通,2016-04,花蓮縣,55-60,6754.0,7001625.0
交通,2016-04,花蓮縣,60-65,4585.0,4903882.0
交通,2016-04,花蓮縣,65-70,1835.0,1504411.0
交通,2016-04,花蓮縣,70-75,501.0,360995.0
交通,2016-04,花蓮縣,75-80,226.0,137426.0
交通,2016-04,花蓮縣,80-,76.0,95846.0
交通,2016-04,苗栗縣,0-20,222.0,141132.0
交通,2016-04,苗栗縣,20-25,3803.0,2547013.0
交通,2016-04,苗栗縣,25-30,14223.0,10865139.0
交通,2016-04,苗栗縣,30-35,23216.0,18357566.0
交通,2016-04,苗栗縣,35-40,27298.0,23764159.0
交通,2016-04,苗栗縣,40-45,23758.0,21671431.0
交通,2016-04,苗栗縣,45-50,21171.0,19319906.0
交通,2016-04,苗栗縣,50-55,15989.0,14518180.0
交通,2016-04,苗栗縣,55-60,10531.0,10353586.0
交通,2016-04,苗栗縣,60-65,6165.0,5611885.0
交通,2016-04,苗栗縣,65-70,2456.0,2026552.0
交通,2016-04,苗栗縣,70-75,619.0,497956.0
交通,2016-04,苗栗縣,75-80,222.0,204808.0
交通,2016-04,苗栗縣,80-,59.0,70218.0
交通,2016-04,連江縣,0-20,0.0,0.0
交通,2016-04,連江縣,20-25,56.0,113543.0
交通,2016-04,連江縣,25-30,107.0,213768.0
交通,2016-04,連江縣,30-35,170.0,489863.0
交通,2016-04,連江縣,35-40,179.0,598040.0
交通,2016-04,連江縣,40-45,141.0,388593.0
交通,2016-04,連江縣,45-50,166.0,678008.0
交通,2016-04,連江縣,50-55,126.0,346300.0
交通,2016-04,連江縣,55-60,101.0,340646.0
交通,2016-04,連江縣,60-65,48.0,100927.0
交通,2016-04,連江縣,65-70,23.0,27441.0
交通,2016-04,連江縣,70-75,10.0,91723.0
交通,2016-04,連江縣,75-80,3.0,8851.0
交通,2016-04,連江縣,80-,2.0,1500.0
交通,2016-04,金門縣,0-20,33.0,21582.0
交通,2016-04,金門縣,20-25,604.0,518465.0
交通,2016-04,金門縣,25-30,1433.0,1405351.0
交通,2016-04,金門縣,30-35,2255.0,2586676.0
交通,2016-04,金門縣,35-40,2327.0,2815427.0
交通,2016-04,金門縣,40-45,2157.0,2645224.0
交通,2016-04,金門縣,45-50,2316.0,3584204.0
交通,2016-04,金門縣,50-55,2157.0,3117649.0
交通,2016-04,金門縣,55-60,1775.0,2480567.0
交通,2016-04,金門縣,60-65,1307.0,2131978.0
交通,2016-04,金門縣,65-70,534.0,594641.0
交通,2016-04,金門縣,70-75,181.0,188055.0
交通,2016-04,金門縣,75-80,55.0,68713.0
交通,2016-04,金門縣,80-,31.0,31588.0
交通,2016-04,雲林縣,0-20,389.0,363627.0
交通,2016-04,雲林縣,20-25,4480.0,2854203.0
交通,2016-04,雲林縣,25-30,15568.0,11252488.0
交通,2016-04,雲林縣,30-35,26959.0,20526094.0
交通,2016-04,雲林縣,35-40,35571.0,29737699.0
交通,2016-04,雲林縣,40-45,33875.0,27928503.0
交通,2016-04,雲林縣,45-50,28036.0,23357815.0
交通,2016-04,雲林縣,50-55,21377.0,17890919.0
交通,2016-04,雲林縣,55-60,12774.0,10821110.0
交通,2016-04,雲林縣,60-65,7327.0,5936275.0
交通,2016-04,雲林縣,65-70,2640.0,2022979.0
交通,2016-04,雲林縣,70-75,668.0,465371.0
交通,2016-04,雲林縣,75-80,285.0,198322.0
交通,2016-04,雲林縣,80-,67.0,43475.0
交通,2016-05,南投縣,0-20,185.0,126510.0
交通,2016-05,南投縣,20-25,3350.0,2235779.0
交通,2016-05,南投縣,25-30,10613.0,7566139.0
交通,2016-05,南投縣,30-35,17439.0,14261698.0
交通,2016-05,南投縣,35-40,21812.0,18170581.0
交通,2016-05,南投縣,40-45,20920.0,18214748.0
交通,2016-05,南投縣,45-50,20869.0,18314710.0
交通,2016-05,南投縣,50-55,17528.0,15394121.0
交通,2016-05,南投縣,55-60,12434.0,11245139.0
交通,2016-05,南投縣,60-65,7020.0,6043034.0
交通,2016-05,南投縣,65-70,2708.0,2320718.0
交通,2016-05,南投縣,70-75,564.0,484237.0
交通,2016-05,南投縣,75-80,277.0,215701.0
交通,2016-05,南投縣,80-,82.0,55354.0
交通,2016-05,台東縣,0-20,67.0,49942.0
交通,2016-05,台東縣,20-25,1363.0,979633.0
交通,2016-05,台東縣,25-30,3172.0,2555395.0
交通,2016-05,台東縣,30-35,4245.0,3796087.0
交通,2016-05,台東縣,35-40,4822.0,4548734.0
交通,2016-05,台東縣,40-45,4772.0,5082059.0
交通,2016-05,台東縣,45-50,4716.0,4649909.0
交通,2016-05,台東縣,50-55,4008.0,4364506.0
交通,2016-05,台東縣,55-60,2610.0,2824935.0
交通,2016-05,台東縣,60-65,1630.0,1717027.0
交通,2016-05,台東縣,65-70,733.0,642945.0
交通,2016-05,台東縣,70-75,189.0,192132.0
交通,2016-05,台東縣,75-80,68.0,112286.0
交通,2016-05,台東縣,80-,21.0,14891.0
交通,2016-05,嘉義市,0-20,127.0,69168.0
交通,2016-05,嘉義市,20-25,2411.0,1382765.0
交通,2016-05,嘉義市,25-30,7170.0,5742020.0
交通,2016-05,嘉義市,30-35,11911.0,10649553.0
交通,2016-05,嘉義市,35-40,13903.0,12507642.0
交通,2016-05,嘉義市,40-45,13923.0,13351366.0
交通,2016-05,嘉義市,45-50,13804.0,13261946.0
交通,2016-05,嘉義市,50-55,10761.0,9977877.0
交通,2016-05,嘉義市,55-60,6337.0,6542792.0
交通,2016-05,嘉義市,60-65,3786.0,4054794.0
交通,2016-05,嘉義市,65-70,1634.0,1414710.0
交通,2016-05,嘉義市,70-75,452.0,368991.0
交通,2016-05,嘉義市,75-80,208.0,157476.0
交通,2016-05,嘉義市,80-,42.0,39016.0
交通,2016-05,嘉義縣,0-20,298.0,321547.0
交通,2016-05,嘉義縣,20-25,4297.0,2986368.0
交通,2016-05,嘉義縣,25-30,11567.0,9658010.0
交通,2016-05,嘉義縣,30-35,18232.0,16414431.0
交通,2016-05,嘉義縣,35-40,22668.0,21123498.0
交通,2016-05,嘉義縣,40-45,23340.0,22277856.0
交通,2016-05,嘉義縣,45-50,23309.0,23526399.0
交通,2016-05,嘉義縣,50-55,18890.0,19845323.0
交通,2016-05,嘉義縣,55-60,11798.0,11796427.0
交通,2016-05,嘉義縣,60-65,7170.0,6814585.0
交通,2016-05,嘉義縣,65-70,3279.0,2742405.0
交通,2016-05,嘉義縣,70-75,1070.0,862806.0
交通,2016-05,嘉義縣,75-80,410.0,309726.0
交通,2016-05,嘉義縣,80-,126.0,107404.0
交通,2016-05,基隆市,0-20,110.0,84820.0
交通,2016-05,基隆市,20-25,1868.0,1044855.0
交通,2016-05,基隆市,25-30,5639.0,3858527.0
交通,2016-05,基隆市,30-35,8739.0,6319263.0
交通,2016-05,基隆市,35-40,11313.0,8518700.0
交通,2016-05,基隆市,40-45,11077.0,9287470.0
交通,2016-05,基隆市,45-50,10931.0,9128543.0
交通,2016-05,基隆市,50-55,10074.0,8332069.0
交通,2016-05,基隆市,55-60,6865.0,5753880.0
交通,2016-05,基隆市,60-65,4380.0,3570349.0
交通,2016-05,基隆市,65-70,1767.0,1409560.0
交通,2016-05,基隆市,70-75,489.0,302259.0
交通,2016-05,基隆市,75-80,171.0,111636.0
交通,2016-05,基隆市,80-,50.0,33233.0
交通,2016-05,宜蘭縣,0-20,207.0,139825.0
交通,2016-05,宜蘭縣,20-25,3388.0,2055089.0
交通,2016-05,宜蘭縣,25-30,10894.0,7619516.0
交通,2016-05,宜蘭縣,30-35,18127.0,15405681.0
交通,2016-05,宜蘭縣,35-40,21984.0,19699814.0
交通,2016-05,宜蘭縣,40-45,21624.0,20789428.0
交通,2016-05,宜蘭縣,45-50,21099.0,20784788.0
交通,2016-05,宜蘭縣,50-55,16244.0,16495477.0
交通,2016-05,宜蘭縣,55-60,11455.0,11451191.0
交通,2016-05,宜蘭縣,60-65,6835.0,7142122.0
交通,2016-05,宜蘭縣,65-70,2612.0,2501292.0
交通,2016-05,宜蘭縣,70-75,751.0,699458.0
交通,2016-05,宜蘭縣,75-80,286.0,225201.0
交通,2016-05,宜蘭縣,80-,82.0,102941.0
交通,2016-05,屏東縣,0-20,311.0,122078.0
交通,2016-05,屏東縣,20-25,4410.0,2342209.0
交通,2016-05,屏東縣,25-30,11435.0,8236731.0
交通,2016-05,屏東縣,30-35,17510.0,13444053.0
交通,2016-05,屏東縣,35-40,21012.0,17622801.0
交通,2016-05,屏東縣,40-45,19793.0,17993267.0
交通,2016-05,屏東縣,45-50,19941.0,23113678.0
交通,2016-05,屏東縣,50-55,16501.0,15528897.0
交通,2016-05,屏東縣,55-60,11459.0,10924125.0
交通,2016-05,屏東縣,60-65,6914.0,6822729.0
交通,2016-05,屏東縣,65-70,2989.0,2386390.0
交通,2016-05,屏東縣,70-75,845.0,607697.0
交通,2016-05,屏東縣,75-80,437.0,775898.0
交通,2016-05,屏東縣,80-,93.0,85114.0
交通,2016-05,彰化縣,0-20,437.0,244365.0
交通,2016-05,彰化縣,20-25,7946.0,5151358.0
交通,2016-05,彰化縣,25-30,27239.0,21078757.0
交通,2016-05,彰化縣,30-35,46652.0,39433332.0
交通,2016-05,彰化縣,35-40,56816.0,52540916.0
交通,2016-05,彰化縣,40-45,51971.0,49805162.0
交通,2016-05,彰化縣,45-50,47175.0,47642289.0
交通,2016-05,彰化縣,50-55,37674.0,38366149.0
交通,2016-05,彰化縣,55-60,23954.0,23162308.0
交通,2016-05,彰化縣,60-65,13661.0,13156992.0
交通,2016-05,彰化縣,65-70,5451.0,4635250.0
交通,2016-05,彰化縣,70-75,1499.0,1446942.0
交通,2016-05,彰化縣,75-80,626.0,541347.0
交通,2016-05,彰化縣,80-,152.0,225232.0
交通,2016-05,新竹市,0-20,364.0,162744.0
交通,2016-05,新竹市,20-25,5753.0,2816126.0
交通,2016-05,新竹市,25-30,19029.0,11402250.0
交通,2016-05,新竹市,30-35,29261.0,21399229.0
交通,2016-05,新竹市,35-40,32902.0,26391118.0
交通,2016-05,新竹市,40-45,26603.0,23452617.0
交通,2016-05,新竹市,45-50,22433.0,20312978.0
交通,2016-05,新竹市,50-55,16877.0,15002110.0
交通,2016-05,新竹市,55-60,10698.0,10587352.0
交通,2016-05,新竹市,60-65,6064.0,5133817.0
交通,2016-05,新竹市,65-70,2658.0,1934739.0
交通,2016-05,新竹市,70-75,779.0,696118.0
交通,2016-05,新竹市,75-80,282.0,209800.0
交通,2016-05,新竹市,80-,89.0,52924.0
交通,2016-05,新竹縣,0-20,395.0,361243.0
交通,2016-05,新竹縣,20-25,6585.0,3946830.0
交通,2016-05,新竹縣,25-30,25818.0,18033336.0
交通,2016-05,新竹縣,30-35,44480.0,36188145.0
交通,2016-05,新竹縣,35-40,51244.0,45452740.0
交通,2016-05,新竹縣,40-45,43127.0,41189705.0
交通,2016-05,新竹縣,45-50,32756.0,31572374.0
交通,2016-05,新竹縣,50-55,23371.0,21651242.0
交通,2016-05,新竹縣,55-60,13306.0,12515576.0
交通,2016-05,新竹縣,60-65,7813.0,7014663.0
交通,2016-05,新竹縣,65-70,3817.0,2620743.0
交通,2016-05,新竹縣,70-75,1095.0,687667.0
交通,2016-05,新竹縣,75-80,479.0,297968.0
交通,2016-05,新竹縣,80-,80.0,38738.0
交通,2016-05,澎湖縣,0-20,38.0,20949.0
交通,2016-05,澎湖縣,20-25,629.0,603158.0
交通,2016-05,澎湖縣,25-30,1456.0,1110493.0
交通,2016-05,澎湖縣,30-35,1963.0,1698598.0
交通,2016-05,澎湖縣,35-40,2342.0,2265276.0
交通,2016-05,澎湖縣,40-45,2195.0,2206098.0
交通,2016-05,澎湖縣,45-50,2024.0,2100643.0
交通,2016-05,澎湖縣,50-55,1785.0,1749556.0
交通,2016-05,澎湖縣,55-60,1309.0,1336267.0
交通,2016-05,澎湖縣,60-65,882.0,929768.0
交通,2016-05,澎湖縣,65-70,366.0,326186.0
交通,2016-05,澎湖縣,70-75,92.0,68511.0
交通,2016-05,澎湖縣,75-80,46.0,34358.0
交通,2016-05,澎湖縣,80-,19.0,16659.0
交通,2016-05,花蓮縣,0-20,156.0,83289.0
交通,2016-05,花蓮縣,20-25,3698.0,2272893.0
交通,2016-05,花蓮縣,25-30,7922.0,5861097.0
交通,2016-05,花蓮縣,30-35,10850.0,9456511.0
交通,2016-05,花蓮縣,35-40,12022.0,11417045.0
交通,2016-05,花蓮縣,40-45,10945.0,10964460.0
交通,2016-05,花蓮縣,45-50,11172.0,11121006.0
交通,2016-05,花蓮縣,50-55,9490.0,9584972.0
交通,2016-05,花蓮縣,55-60,6844.0,6800346.0
交通,2016-05,花蓮縣,60-65,4633.0,4552632.0
交通,2016-05,花蓮縣,65-70,1874.0,1632334.0
交通,2016-05,花蓮縣,70-75,483.0,349262.0
交通,2016-05,花蓮縣,75-80,229.0,194613.0
交通,2016-05,花蓮縣,80-,79.0,121047.0
交通,2016-05,苗栗縣,0-20,206.0,191558.0
交通,2016-05,苗栗縣,20-25,4147.0,2661717.0
交通,2016-05,苗栗縣,25-30,14884.0,11422888.0
交通,2016-05,苗栗縣,30-35,24339.0,19863050.0
交通,2016-05,苗栗縣,35-40,28358.0,26014720.0
交通,2016-05,苗栗縣,40-45,24184.0,22575265.0
交通,2016-05,苗栗縣,45-50,21813.0,20549093.0
交通,2016-05,苗栗縣,50-55,16446.0,16227492.0
交通,2016-05,苗栗縣,55-60,10548.0,10273691.0
交通,2016-05,苗栗縣,60-65,6429.0,6115153.0
交通,2016-05,苗栗縣,65-70,2601.0,2294126.0
交通,2016-05,苗栗縣,70-75,650.0,549300.0
交通,2016-05,苗栗縣,75-80,255.0,259747.0
交通,2016-05,苗栗縣,80-,59.0,45262.0
交通,2016-05,連江縣,0-20,1.0,1000.0
交通,2016-05,連江縣,20-25,42.0,101742.0
交通,2016-05,連江縣,25-30,104.0,222870.0
交通,2016-05,連江縣,30-35,190.0,710267.0
交通,2016-05,連江縣,35-40,223.0,877105.0
交通,2016-05,連江縣,40-45,192.0,794348.0
交通,2016-05,連江縣,45-50,177.0,597033.0
交通,2016-05,連江縣,50-55,162.0,532629.0
交通,2016-05,連江縣,55-60,126.0,509961.0
交通,2016-05,連江縣,60-65,73.0,167915.0
交通,2016-05,連江縣,65-70,28.0,55791.0
交通,2016-05,連江縣,70-75,9.0,82598.0
交通,2016-05,連江縣,75-80,2.0,1916.0
交通,2016-05,連江縣,80-,1.0,1000.0
交通,2016-05,金門縣,0-20,37.0,25740.0
交通,2016-05,金門縣,20-25,656.0,508137.0
交通,2016-05,金門縣,25-30,1485.0,1460003.0
交通,2016-05,金門縣,30-35,2299.0,2487545.0
交通,2016-05,金門縣,35-40,2537.0,2923148.0
交通,2016-05,金門縣,40-45,2227.0,2863108.0
交通,2016-05,金門縣,45-50,2317.0,3176641.0
交通,2016-05,金門縣,50-55,2185.0,3257477.0
交通,2016-05,金門縣,55-60,1719.0,2262232.0
交通,2016-05,金門縣,60-65,1244.0,1865608.0
交通,2016-05,金門縣,65-70,443.0,504657.0
交通,2016-05,金門縣,70-75,159.0,202318.0
交通,2016-05,金門縣,75-80,47.0,59002.0
交通,2016-05,金門縣,80-,19.0,15288.0
交通,2016-05,雲林縣,0-20,362.0,254520.0
交通,2016-05,雲林縣,20-25,4701.0,3015930.0
交通,2016-05,雲林縣,25-30,16195.0,11945099.0
交通,2016-05,雲林縣,30-35,27111.0,21569713.0
交通,2016-05,雲林縣,35-40,35550.0,33217655.0
交通,2016-05,雲林縣,40-45,34052.0,29438669.0
交通,2016-05,雲林縣,45-50,27777.0,24264611.0
交通,2016-05,雲林縣,50-55,21027.0,19425743.0
交通,2016-05,雲林縣,55-60,12511.0,11359395.0
交通,2016-05,雲林縣,60-65,7081.0,5995914.0
交通,2016-05,雲林縣,65-70,2662.0,2108393.0
交通,2016-05,雲林縣,70-75,685.0,454614.0
交通,2016-05,雲林縣,75-80,299.0,243378.0
交通,2016-05,雲林縣,80-,64.0,39599.0
交通,2016-06,南投縣,0-20,129.0,88139.0
交通,2016-06,南投縣,20-25,2076.0,1471608.0
交通,2016-06,南投縣,25-30,7050.0,5113444.0
交通,2016-06,南投縣,30-35,12947.0,10552902.0
交通,2016-06,南投縣,35-40,16914.0,14811954.0
交通,2016-06,南投縣,40-45,16529.0,14642564.0
交通,2016-06,南投縣,45-50,16655.0,14826546.0
交通,2016-06,南投縣,50-55,13956.0,12565646.0
交通,2016-06,南投縣,55-60,9581.0,8660228.0
交通,2016-06,南投縣,60-65,5411.0,4670552.0
交通,2016-06,南投縣,65-70,1988.0,1736062.0
交通,2016-06,南投縣,70-75,443.0,333251.0
交通,2016-06,南投縣,75-80,210.0,150061.0
交通,2016-06,南投縣,80-,59.0,38736.0
交通,2016-06,台東縣,0-20,31.0,19396.0
交通,2016-06,台東縣,20-25,882.0,694644.0
交通,2016-06,台東縣,25-30,2470.0,2085632.0
交通,2016-06,台東縣,30-35,3737.0,3735782.0
交通,2016-06,台東縣,35-40,4199.0,4040797.0
交通,2016-06,台東縣,40-45,4343.0,4788884.0
交通,2016-06,台東縣,45-50,4307.0,5005560.0
交通,2016-06,台東縣,50-55,3511.0,4141845.0
交通,2016-06,台東縣,55-60,2291.0,2752224.0
交通,2016-06,台東縣,60-65,1329.0,1442532.0
交通,2016-06,台東縣,65-70,542.0,541163.0
交通,2016-06,台東縣,70-75,151.0,210390.0
交通,2016-06,台東縣,75-80,37.0,75644.0
交通,2016-06,台東縣,80-,13.0,10787.0
交通,2016-06,嘉義市,0-20,81.0,44088.0
交通,2016-06,嘉義市,20-25,1619.0,1002666.0
交通,2016-06,嘉義市,25-30,5540.0,4172341.0
交通,2016-06,嘉義市,30-35,8835.0,7847945.0
交通,2016-06,嘉義市,35-40,11214.0,10371756.0
交通,2016-06,嘉義市,40-45,11537.0,11159087.0
交通,2016-06,嘉義市,45-50,11787.0,11995080.0
交通,2016-06,嘉義市,50-55,9320.0,9263826.0
交通,2016-06,嘉義市,55-60,5481.0,6024180.0
交通,2016-06,嘉義市,60-65,3125.0,2772837.0
交通,2016-06,嘉義市,65-70,1436.0,1169395.0
交通,2016-06,嘉義市,70-75,345.0,327247.0
交通,2016-06,嘉義市,75-80,140.0,130163.0
交通,2016-06,嘉義市,80-,46.0,27424.0
交通,2016-06,嘉義縣,0-20,193.0,195924.0
交通,2016-06,嘉義縣,20-25,2807.0,2158700.0
交通,2016-06,嘉義縣,25-30,9132.0,7759050.0
交通,2016-06,嘉義縣,30-35,14978.0,13311285.0
交通,2016-06,嘉義縣,35-40,19139.0,18148581.0
