type,date,place,age,numer of items,total amount(NTD)
旅館住宿,2016-05,花蓮縣,30-35,4824.0,26678422.0
旅館住宿,2016-05,花蓮縣,35-40,6635.0,39918152.0
旅館住宿,2016-05,花蓮縣,40-45,6308.0,36227020.0
旅館住宿,2016-05,花蓮縣,45-50,5489.0,34928406.0
旅館住宿,2016-05,花蓮縣,50-55,4727.0,31467587.0
旅館住宿,2016-05,花蓮縣,55-60,3231.0,22982490.0
旅館住宿,2016-05,花蓮縣,60-65,1980.0,12935674.0
旅館住宿,2016-05,花蓮縣,65-70,929.0,6108944.0
旅館住宿,2016-05,花蓮縣,70-75,292.0,1211780.0
旅館住宿,2016-05,花蓮縣,75-80,124.0,645335.0
旅館住宿,2016-05,花蓮縣,80-,60.0,201218.0
旅館住宿,2016-05,苗栗縣,0-20,21.0,29960.0
旅館住宿,2016-05,苗栗縣,20-25,537.0,2291782.0
旅館住宿,2016-05,苗栗縣,25-30,1847.0,8599299.0
旅館住宿,2016-05,苗栗縣,30-35,3133.0,14211325.0
旅館住宿,2016-05,苗栗縣,35-40,4130.0,19675856.0
旅館住宿,2016-05,苗栗縣,40-45,3749.0,20353745.0
旅館住宿,2016-05,苗栗縣,45-50,3268.0,18233630.0
旅館住宿,2016-05,苗栗縣,50-55,2373.0,16203130.0
旅館住宿,2016-05,苗栗縣,55-60,1543.0,9096818.0
旅館住宿,2016-05,苗栗縣,60-65,876.0,6934417.0
旅館住宿,2016-05,苗栗縣,65-70,396.0,2445213.0
旅館住宿,2016-05,苗栗縣,70-75,113.0,646203.0
旅館住宿,2016-05,苗栗縣,75-80,36.0,191334.0
旅館住宿,2016-05,苗栗縣,80-,21.0,39886.0
旅館住宿,2016-05,連江縣,0-20,0.0,0.0
旅館住宿,2016-05,連江縣,20-25,16.0,45000.0
旅館住宿,2016-05,連江縣,25-30,70.0,174051.0
旅館住宿,2016-05,連江縣,30-35,138.0,384175.0
旅館住宿,2016-05,連江縣,35-40,135.0,324196.0
旅館住宿,2016-05,連江縣,40-45,81.0,273510.0
旅館住宿,2016-05,連江縣,45-50,99.0,330526.0
旅館住宿,2016-05,連江縣,50-55,68.0,209900.0
旅館住宿,2016-05,連江縣,55-60,62.0,205235.0
旅館住宿,2016-05,連江縣,60-65,43.0,120600.0
旅館住宿,2016-05,連江縣,65-70,7.0,19500.0
旅館住宿,2016-05,連江縣,70-75,0.0,0.0
旅館住宿,2016-05,連江縣,75-80,0.0,0.0
旅館住宿,2016-05,連江縣,80-,0.0,0.0
旅館住宿,2016-05,金門縣,0-20,12.0,68569.0
旅館住宿,2016-05,金門縣,20-25,176.0,744619.0
旅館住宿,2016-05,金門縣,25-30,444.0,1486013.0
旅館住宿,2016-05,金門縣,30-35,771.0,3213576.0
旅館住宿,2016-05,金門縣,35-40,878.0,3500953.0
旅館住宿,2016-05,金門縣,40-45,853.0,3825778.0
旅館住宿,2016-05,金門縣,45-50,819.0,3464256.0
旅館住宿,2016-05,金門縣,50-55,757.0,3934946.0
旅館住宿,2016-05,金門縣,55-60,472.0,2779687.0
旅館住宿,2016-05,金門縣,60-65,293.0,1132354.0
旅館住宿,2016-05,金門縣,65-70,88.0,359778.0
旅館住宿,2016-05,金門縣,70-75,24.0,53261.0
旅館住宿,2016-05,金門縣,75-80,8.0,15262.0
旅館住宿,2016-05,金門縣,80-,4.0,28283.0
旅館住宿,2016-05,雲林縣,0-20,32.0,287713.0
旅館住宿,2016-05,雲林縣,20-25,473.0,1824847.0
旅館住宿,2016-05,雲林縣,25-30,1645.0,7559752.0
旅館住宿,2016-05,雲林縣,30-35,2632.0,11459779.0
旅館住宿,2016-05,雲林縣,35-40,3524.0,16661976.0
旅館住宿,2016-05,雲林縣,40-45,3092.0,16021341.0
旅館住宿,2016-05,雲林縣,45-50,2764.0,16167103.0
旅館住宿,2016-05,雲林縣,50-55,1889.0,11291240.0
旅館住宿,2016-05,雲林縣,55-60,1088.0,7662942.0
旅館住宿,2016-05,雲林縣,60-65,612.0,3454966.0
旅館住宿,2016-05,雲林縣,65-70,194.0,838387.0
旅館住宿,2016-05,雲林縣,70-75,54.0,296761.0
旅館住宿,2016-05,雲林縣,75-80,45.0,317679.0
旅館住宿,2016-05,雲林縣,80-,12.0,61649.0
旅館住宿,2016-06,南投縣,0-20,79.0,1733007.0
旅館住宿,2016-06,南投縣,20-25,432.0,2151470.0
旅館住宿,2016-06,南投縣,25-30,1519.0,7993349.0
旅館住宿,2016-06,南投縣,30-35,2954.0,18349813.0
旅館住宿,2016-06,南投縣,35-40,4322.0,29318046.0
旅館住宿,2016-06,南投縣,40-45,4395.0,30735559.0
旅館住宿,2016-06,南投縣,45-50,4755.0,37187681.0
旅館住宿,2016-06,南投縣,50-55,4011.0,33560766.0
旅館住宿,2016-06,南投縣,55-60,2861.0,24370152.0
旅館住宿,2016-06,南投縣,60-65,1657.0,13529672.0
旅館住宿,2016-06,南投縣,65-70,723.0,5565487.0
旅館住宿,2016-06,南投縣,70-75,194.0,1892225.0
旅館住宿,2016-06,南投縣,75-80,82.0,720522.0
旅館住宿,2016-06,南投縣,80-,28.0,124783.0
旅館住宿,2016-06,台東縣,0-20,68.0,1091344.0
旅館住宿,2016-06,台東縣,20-25,339.0,2182326.0
旅館住宿,2016-06,台東縣,25-30,1054.0,5048676.0
旅館住宿,2016-06,台東縣,30-35,1876.0,9215939.0
旅館住宿,2016-06,台東縣,35-40,2772.0,18171731.0
旅館住宿,2016-06,台東縣,40-45,3211.0,20810517.0
旅館住宿,2016-06,台東縣,45-50,3350.0,25662594.0
旅館住宿,2016-06,台東縣,50-55,2473.0,17607652.0
旅館住宿,2016-06,台東縣,55-60,1630.0,14080842.0
旅館住宿,2016-06,台東縣,60-65,965.0,8216214.0
旅館住宿,2016-06,台東縣,65-70,332.0,3202696.0
旅館住宿,2016-06,台東縣,70-75,69.0,509906.0
旅館住宿,2016-06,台東縣,75-80,45.0,250176.0
旅館住宿,2016-06,台東縣,80-,9.0,64401.0
旅館住宿,2016-06,嘉義市,0-20,45.0,489876.0
旅館住宿,2016-06,嘉義市,20-25,462.0,2164149.0
旅館住宿,2016-06,嘉義市,25-30,1529.0,7108491.0
旅館住宿,2016-06,嘉義市,30-35,2815.0,11511158.0
旅館住宿,2016-06,嘉義市,35-40,3848.0,15910536.0
旅館住宿,2016-06,嘉義市,40-45,4072.0,18479558.0
旅館住宿,2016-06,嘉義市,45-50,3845.0,18397672.0
旅館住宿,2016-06,嘉義市,50-55,3117.0,18055158.0
旅館住宿,2016-06,嘉義市,55-60,1868.0,11193270.0
旅館住宿,2016-06,嘉義市,60-65,1075.0,5415237.0
旅館住宿,2016-06,嘉義市,65-70,475.0,1798034.0
旅館住宿,2016-06,嘉義市,70-75,145.0,475112.0
旅館住宿,2016-06,嘉義市,75-80,63.0,144913.0
旅館住宿,2016-06,嘉義市,80-,60.0,198517.0
旅館住宿,2016-06,嘉義縣,0-20,26.0,189699.0
旅館住宿,2016-06,嘉義縣,20-25,153.0,684626.0
旅館住宿,2016-06,嘉義縣,25-30,457.0,2003146.0
旅館住宿,2016-06,嘉義縣,30-35,840.0,3756651.0
旅館住宿,2016-06,嘉義縣,35-40,1159.0,5508732.0
旅館住宿,2016-06,嘉義縣,40-45,1262.0,6654683.0
旅館住宿,2016-06,嘉義縣,45-50,1403.0,8382100.0
旅館住宿,2016-06,嘉義縣,50-55,1094.0,6752504.0
旅館住宿,2016-06,嘉義縣,55-60,634.0,3587395.0
旅館住宿,2016-06,嘉義縣,60-65,360.0,2071690.0
旅館住宿,2016-06,嘉義縣,65-70,137.0,1324970.0
旅館住宿,2016-06,嘉義縣,70-75,27.0,132517.0
旅館住宿,2016-06,嘉義縣,75-80,12.0,67401.0
旅館住宿,2016-06,嘉義縣,80-,7.0,11973.0
旅館住宿,2016-06,基隆市,0-20,20.0,43683.0
旅館住宿,2016-06,基隆市,20-25,285.0,1130347.0
旅館住宿,2016-06,基隆市,25-30,791.0,3528230.0
旅館住宿,2016-06,基隆市,30-35,1060.0,5284381.0
旅館住宿,2016-06,基隆市,35-40,1262.0,8142807.0
旅館住宿,2016-06,基隆市,40-45,1334.0,9106870.0
旅館住宿,2016-06,基隆市,45-50,1356.0,8943237.0
旅館住宿,2016-06,基隆市,50-55,1310.0,9915952.0
旅館住宿,2016-06,基隆市,55-60,896.0,6282884.0
旅館住宿,2016-06,基隆市,60-65,620.0,4381315.0
旅館住宿,2016-06,基隆市,65-70,266.0,1320843.0
旅館住宿,2016-06,基隆市,70-75,61.0,437406.0
旅館住宿,2016-06,基隆市,75-80,22.0,164792.0
旅館住宿,2016-06,基隆市,80-,13.0,77867.0
旅館住宿,2016-06,宜蘭縣,0-20,45.0,696219.0
旅館住宿,2016-06,宜蘭縣,20-25,618.0,2307438.0
旅館住宿,2016-06,宜蘭縣,25-30,2356.0,11144737.0
旅館住宿,2016-06,宜蘭縣,30-35,5005.0,24983841.0
旅館住宿,2016-06,宜蘭縣,35-40,6925.0,36912666.0
旅館住宿,2016-06,宜蘭縣,40-45,6558.0,40526427.0
旅館住宿,2016-06,宜蘭縣,45-50,5896.0,38600217.0
旅館住宿,2016-06,宜蘭縣,50-55,4338.0,26877315.0
旅館住宿,2016-06,宜蘭縣,55-60,2713.0,17555537.0
旅館住宿,2016-06,宜蘭縣,60-65,1763.0,12196773.0
旅館住宿,2016-06,宜蘭縣,65-70,700.0,4906183.0
旅館住宿,2016-06,宜蘭縣,70-75,200.0,947823.0
旅館住宿,2016-06,宜蘭縣,75-80,86.0,542431.0
旅館住宿,2016-06,宜蘭縣,80-,33.0,108618.0
旅館住宿,2016-06,屏東縣,0-20,67.0,738281.0
旅館住宿,2016-06,屏東縣,20-25,807.0,3975282.0
旅館住宿,2016-06,屏東縣,25-30,2455.0,13465418.0
旅館住宿,2016-06,屏東縣,30-35,4829.0,28856419.0
旅館住宿,2016-06,屏東縣,35-40,7727.0,48134257.0
旅館住宿,2016-06,屏東縣,40-45,7424.0,51827587.0
旅館住宿,2016-06,屏東縣,45-50,6124.0,43423395.0
旅館住宿,2016-06,屏東縣,50-55,3971.0,28995572.0
旅館住宿,2016-06,屏東縣,55-60,2252.0,19253651.0
旅館住宿,2016-06,屏東縣,60-65,1247.0,9395790.0
旅館住宿,2016-06,屏東縣,65-70,560.0,3595030.0
旅館住宿,2016-06,屏東縣,70-75,133.0,1114304.0
旅館住宿,2016-06,屏東縣,75-80,59.0,366656.0
旅館住宿,2016-06,屏東縣,80-,15.0,54212.0
旅館住宿,2016-06,彰化縣,0-20,19.0,76756.0
旅館住宿,2016-06,彰化縣,20-25,609.0,2002783.0
旅館住宿,2016-06,彰化縣,25-30,2373.0,8479866.0
旅館住宿,2016-06,彰化縣,30-35,4354.0,17403934.0
旅館住宿,2016-06,彰化縣,35-40,5805.0,22947487.0
旅館住宿,2016-06,彰化縣,40-45,5598.0,22388285.0
旅館住宿,2016-06,彰化縣,45-50,5121.0,20432179.0
旅館住宿,2016-06,彰化縣,50-55,3748.0,16100167.0
旅館住宿,2016-06,彰化縣,55-60,2245.0,11280097.0
旅館住宿,2016-06,彰化縣,60-65,1304.0,6279686.0
旅館住宿,2016-06,彰化縣,65-70,507.0,2207055.0
旅館住宿,2016-06,彰化縣,70-75,140.0,732446.0
旅館住宿,2016-06,彰化縣,75-80,59.0,173399.0
旅館住宿,2016-06,彰化縣,80-,27.0,92028.0
旅館住宿,2016-06,新竹市,0-20,43.0,482524.0
旅館住宿,2016-06,新竹市,20-25,704.0,2525434.0
旅館住宿,2016-06,新竹市,25-30,3151.0,11567845.0
旅館住宿,2016-06,新竹市,30-35,6549.0,24373744.0
旅館住宿,2016-06,新竹市,35-40,9575.0,39184885.0
旅館住宿,2016-06,新竹市,40-45,8122.0,34009393.0
旅館住宿,2016-06,新竹市,45-50,6265.0,27990593.0
旅館住宿,2016-06,新竹市,50-55,4665.0,22619045.0
旅館住宿,2016-06,新竹市,55-60,2785.0,13878500.0
旅館住宿,2016-06,新竹市,60-65,1588.0,9032290.0
旅館住宿,2016-06,新竹市,65-70,624.0,2969848.0
旅館住宿,2016-06,新竹市,70-75,184.0,682949.0
旅館住宿,2016-06,新竹市,75-80,93.0,304956.0
旅館住宿,2016-06,新竹市,80-,28.0,181304.0
旅館住宿,2016-06,新竹縣,0-20,16.0,30761.0
旅館住宿,2016-06,新竹縣,20-25,333.0,1017042.0
旅館住宿,2016-06,新竹縣,25-30,1615.0,6506874.0
旅館住宿,2016-06,新竹縣,30-35,3769.0,17752407.0
旅館住宿,2016-06,新竹縣,35-40,5810.0,23640476.0
旅館住宿,2016-06,新竹縣,40-45,5928.0,25117165.0
旅館住宿,2016-06,新竹縣,45-50,4950.0,19586832.0
旅館住宿,2016-06,新竹縣,50-55,3455.0,14991851.0
旅館住宿,2016-06,新竹縣,55-60,1961.0,10243519.0
旅館住宿,2016-06,新竹縣,60-65,1107.0,5438034.0
旅館住宿,2016-06,新竹縣,65-70,469.0,2072643.0
旅館住宿,2016-06,新竹縣,70-75,146.0,486485.0
旅館住宿,2016-06,新竹縣,75-80,42.0,126503.0
旅館住宿,2016-06,新竹縣,80-,18.0,34166.0
旅館住宿,2016-06,澎湖縣,0-20,14.0,44708.0
旅館住宿,2016-06,澎湖縣,20-25,168.0,764270.0
旅館住宿,2016-06,澎湖縣,25-30,446.0,2107595.0
旅館住宿,2016-06,澎湖縣,30-35,637.0,4289777.0
旅館住宿,2016-06,澎湖縣,35-40,865.0,4836509.0
旅館住宿,2016-06,澎湖縣,40-45,793.0,6335207.0
旅館住宿,2016-06,澎湖縣,45-50,748.0,4866242.0
旅館住宿,2016-06,澎湖縣,50-55,628.0,5964168.0
旅館住宿,2016-06,澎湖縣,55-60,318.0,1870015.0
旅館住宿,2016-06,澎湖縣,60-65,225.0,1317863.0
旅館住宿,2016-06,澎湖縣,65-70,71.0,567045.0
旅館住宿,2016-06,澎湖縣,70-75,25.0,187254.0
旅館住宿,2016-06,澎湖縣,75-80,9.0,26726.0
旅館住宿,2016-06,澎湖縣,80-,1.0,14300.0
旅館住宿,2016-06,花蓮縣,0-20,55.0,911815.0
旅館住宿,2016-06,花蓮縣,20-25,567.0,2311802.0
旅館住宿,2016-06,花蓮縣,25-30,1966.0,8902496.0
旅館住宿,2016-06,花蓮縣,30-35,4141.0,17976637.0
旅館住宿,2016-06,花蓮縣,35-40,6164.0,30928997.0
旅館住宿,2016-06,花蓮縣,40-45,6185.0,31555758.0
旅館住宿,2016-06,花蓮縣,45-50,5626.0,32832091.0
旅館住宿,2016-06,花蓮縣,50-55,4452.0,26149925.0
旅館住宿,2016-06,花蓮縣,55-60,2810.0,15922549.0
旅館住宿,2016-06,花蓮縣,60-65,1689.0,7926900.0
旅館住宿,2016-06,花蓮縣,65-70,736.0,5209954.0
旅館住宿,2016-06,花蓮縣,70-75,222.0,969282.0
旅館住宿,2016-06,花蓮縣,75-80,73.0,516923.0
旅館住宿,2016-06,花蓮縣,80-,36.0,118002.0
旅館住宿,2016-06,苗栗縣,0-20,23.0,90912.0
旅館住宿,2016-06,苗栗縣,20-25,329.0,1362764.0
旅館住宿,2016-06,苗栗縣,25-30,1258.0,5542494.0
旅館住宿,2016-06,苗栗縣,30-35,2465.0,12311139.0
旅館住宿,2016-06,苗栗縣,35-40,3136.0,16188938.0
旅館住宿,2016-06,苗栗縣,40-45,2944.0,15025050.0
旅館住宿,2016-06,苗栗縣,45-50,2840.0,15906852.0
旅館住宿,2016-06,苗栗縣,50-55,1994.0,12807660.0
旅館住宿,2016-06,苗栗縣,55-60,1286.0,7658951.0
旅館住宿,2016-06,苗栗縣,60-65,702.0,5036764.0
旅館住宿,2016-06,苗栗縣,65-70,308.0,1881209.0
旅館住宿,2016-06,苗栗縣,70-75,94.0,742663.0
旅館住宿,2016-06,苗栗縣,75-80,26.0,266644.0
旅館住宿,2016-06,苗栗縣,80-,19.0,41304.0
旅館住宿,2016-06,連江縣,0-20,2.0,11800.0
旅館住宿,2016-06,連江縣,20-25,5.0,10900.0
旅館住宿,2016-06,連江縣,25-30,58.0,154020.0
旅館住宿,2016-06,連江縣,30-35,110.0,332400.0
旅館住宿,2016-06,連江縣,35-40,88.0,226260.0
旅館住宿,2016-06,連江縣,40-45,87.0,264970.0
旅館住宿,2016-06,連江縣,45-50,87.0,278220.0
旅館住宿,2016-06,連江縣,50-55,89.0,263140.0
旅館住宿,2016-06,連江縣,55-60,78.0,248770.0
旅館住宿,2016-06,連江縣,60-65,37.0,92500.0
旅館住宿,2016-06,連江縣,65-70,15.0,40200.0
旅館住宿,2016-06,連江縣,70-75,2.0,6800.0
旅館住宿,2016-06,連江縣,75-80,0.0,0.0
旅館住宿,2016-06,連江縣,80-,0.0,0.0
旅館住宿,2016-06,金門縣,0-20,7.0,36716.0
旅館住宿,2016-06,金門縣,20-25,162.0,787386.0
旅館住宿,2016-06,金門縣,25-30,324.0,1240432.0
旅館住宿,2016-06,金門縣,30-35,569.0,2541294.0
旅館住宿,2016-06,金門縣,35-40,642.0,2837048.0
旅館住宿,2016-06,金門縣,40-45,645.0,3294811.0
旅館住宿,2016-06,金門縣,45-50,687.0,3053623.0
旅館住宿,2016-06,金門縣,50-55,669.0,4021037.0
旅館住宿,2016-06,金門縣,55-60,402.0,2753262.0
旅館住宿,2016-06,金門縣,60-65,209.0,1231166.0
旅館住宿,2016-06,金門縣,65-70,73.0,350277.0
旅館住宿,2016-06,金門縣,70-75,22.0,144622.0
旅館住宿,2016-06,金門縣,75-80,5.0,12331.0
旅館住宿,2016-06,金門縣,80-,0.0,0.0
旅館住宿,2016-06,雲林縣,0-20,22.0,93013.0
旅館住宿,2016-06,雲林縣,20-25,330.0,1329602.0
旅館住宿,2016-06,雲林縣,25-30,1178.0,4537615.0
旅館住宿,2016-06,雲林縣,30-35,2134.0,9890563.0
旅館住宿,2016-06,雲林縣,35-40,2953.0,13985004.0
旅館住宿,2016-06,雲林縣,40-45,2670.0,13527724.0
旅館住宿,2016-06,雲林縣,45-50,2406.0,11597275.0
旅館住宿,2016-06,雲林縣,50-55,1634.0,8853715.0
旅館住宿,2016-06,雲林縣,55-60,882.0,4300916.0
旅館住宿,2016-06,雲林縣,60-65,529.0,2630046.0
旅館住宿,2016-06,雲林縣,65-70,184.0,889690.0
旅館住宿,2016-06,雲林縣,70-75,55.0,378145.0
旅館住宿,2016-06,雲林縣,75-80,26.0,84379.0
旅館住宿,2016-06,雲林縣,80-,13.0,18212.0
旅館住宿,2016-07,南投縣,0-20,101.0,1636476.0
旅館住宿,2016-07,南投縣,20-25,686.0,3310511.0
旅館住宿,2016-07,南投縣,25-30,2119.0,11372072.0
旅館住宿,2016-07,南投縣,30-35,3845.0,23125067.0
旅館住宿,2016-07,南投縣,35-40,6310.0,40691426.0
旅館住宿,2016-07,南投縣,40-45,8172.0,53842296.0
旅館住宿,2016-07,南投縣,45-50,9046.0,63172379.0
旅館住宿,2016-07,南投縣,50-55,6697.0,49687477.0
旅館住宿,2016-07,南投縣,55-60,3671.0,33524728.0
旅館住宿,2016-07,南投縣,60-65,2029.0,14045197.0
旅館住宿,2016-07,南投縣,65-70,915.0,7309199.0
旅館住宿,2016-07,南投縣,70-75,227.0,2096772.0
旅館住宿,2016-07,南投縣,75-80,116.0,989982.0
旅館住宿,2016-07,南投縣,80-,112.0,928781.0
旅館住宿,2016-07,台東縣,0-20,123.0,2009494.0
旅館住宿,2016-07,台東縣,20-25,477.0,2541440.0
旅館住宿,2016-07,台東縣,25-30,1403.0,8416276.0
旅館住宿,2016-07,台東縣,30-35,2789.0,14912675.0
旅館住宿,2016-07,台東縣,35-40,4256.0,26459897.0
旅館住宿,2016-07,台東縣,40-45,5718.0,39431505.0
旅館住宿,2016-07,台東縣,45-50,5324.0,39117825.0
旅館住宿,2016-07,台東縣,50-55,3528.0,26934961.0
旅館住宿,2016-07,台東縣,55-60,1915.0,15596170.0
旅館住宿,2016-07,台東縣,60-65,1092.0,9002925.0
旅館住宿,2016-07,台東縣,65-70,416.0,4029467.0
旅館住宿,2016-07,台東縣,70-75,139.0,1194268.0
旅館住宿,2016-07,台東縣,75-80,40.0,267061.0
旅館住宿,2016-07,台東縣,80-,65.0,628659.0
旅館住宿,2016-07,嘉義市,0-20,87.0,997857.0
旅館住宿,2016-07,嘉義市,20-25,763.0,3162056.0
旅館住宿,2016-07,嘉義市,25-30,2064.0,9168787.0
旅館住宿,2016-07,嘉義市,30-35,3413.0,14375956.0
旅館住宿,2016-07,嘉義市,35-40,4908.0,22356659.0
旅館住宿,2016-07,嘉義市,40-45,5513.0,24823253.0
旅館住宿,2016-07,嘉義市,45-50,5297.0,24265424.0
旅館住宿,2016-07,嘉義市,50-55,4008.0,21426713.0
旅館住宿,2016-07,嘉義市,55-60,2328.0,13317659.0
旅館住宿,2016-07,嘉義市,60-65,1213.0,6654459.0
旅館住宿,2016-07,嘉義市,65-70,628.0,2536467.0
旅館住宿,2016-07,嘉義市,70-75,196.0,1014797.0
旅館住宿,2016-07,嘉義市,75-80,86.0,460249.0
旅館住宿,2016-07,嘉義市,80-,102.0,420289.0
旅館住宿,2016-07,嘉義縣,0-20,28.0,290973.0
旅館住宿,2016-07,嘉義縣,20-25,232.0,879493.0
旅館住宿,2016-07,嘉義縣,25-30,675.0,2889520.0
旅館住宿,2016-07,嘉義縣,30-35,1041.0,4925171.0
旅館住宿,2016-07,嘉義縣,35-40,1628.0,8112912.0
旅館住宿,2016-07,嘉義縣,40-45,1973.0,9816779.0
旅館住宿,2016-07,嘉義縣,45-50,2181.0,13123739.0
旅館住宿,2016-07,嘉義縣,50-55,1420.0,9108328.0
旅館住宿,2016-07,嘉義縣,55-60,806.0,5502502.0
旅館住宿,2016-07,嘉義縣,60-65,452.0,2238376.0
旅館住宿,2016-07,嘉義縣,65-70,153.0,1264045.0
旅館住宿,2016-07,嘉義縣,70-75,61.0,248192.0
旅館住宿,2016-07,嘉義縣,75-80,33.0,233920.0
旅館住宿,2016-07,嘉義縣,80-,31.0,183321.0
旅館住宿,2016-07,基隆市,0-20,41.0,149795.0
旅館住宿,2016-07,基隆市,20-25,393.0,1486455.0
旅館住宿,2016-07,基隆市,25-30,993.0,4187646.0
旅館住宿,2016-07,基隆市,30-35,1403.0,7122615.0
旅館住宿,2016-07,基隆市,35-40,1754.0,9772813.0
旅館住宿,2016-07,基隆市,40-45,1913.0,11313930.0
旅館住宿,2016-07,基隆市,45-50,2006.0,13716856.0
旅館住宿,2016-07,基隆市,50-55,1643.0,11210945.0
旅館住宿,2016-07,基隆市,55-60,1097.0,8310056.0
旅館住宿,2016-07,基隆市,60-65,730.0,5600470.0
旅館住宿,2016-07,基隆市,65-70,328.0,2288896.0
旅館住宿,2016-07,基隆市,70-75,81.0,588511.0
旅館住宿,2016-07,基隆市,75-80,38.0,349637.0
旅館住宿,2016-07,基隆市,80-,27.0,306892.0
旅館住宿,2016-07,宜蘭縣,0-20,89.0,440253.0
旅館住宿,2016-07,宜蘭縣,20-25,981.0,3524083.0
旅館住宿,2016-07,宜蘭縣,25-30,3169.0,16178494.0
旅館住宿,2016-07,宜蘭縣,30-35,6335.0,35582957.0
旅館住宿,2016-07,宜蘭縣,35-40,10616.0,64425157.0
旅館住宿,2016-07,宜蘭縣,40-45,11205.0,71143355.0
旅館住宿,2016-07,宜蘭縣,45-50,9837.0,62845359.0
旅館住宿,2016-07,宜蘭縣,50-55,6399.0,41890190.0
旅館住宿,2016-07,宜蘭縣,55-60,3522.0,24422270.0
旅館住宿,2016-07,宜蘭縣,60-65,2105.0,14592228.0
旅館住宿,2016-07,宜蘭縣,65-70,1008.0,6731599.0
旅館住宿,2016-07,宜蘭縣,70-75,275.0,2521099.0
旅館住宿,2016-07,宜蘭縣,75-80,100.0,427261.0
旅館住宿,2016-07,宜蘭縣,80-,125.0,965367.0
旅館住宿,2016-07,屏東縣,0-20,101.0,657040.0
旅館住宿,2016-07,屏東縣,20-25,1172.0,5735307.0
旅館住宿,2016-07,屏東縣,25-30,2982.0,17677616.0
旅館住宿,2016-07,屏東縣,30-35,5417.0,38597236.0
旅館住宿,2016-07,屏東縣,35-40,9452.0,65876569.0
旅館住宿,2016-07,屏東縣,40-45,11651.0,91991167.0
旅館住宿,2016-07,屏東縣,45-50,9745.0,77075119.0
旅館住宿,2016-07,屏東縣,50-55,5465.0,44531367.0
旅館住宿,2016-07,屏東縣,55-60,2770.0,23748702.0
旅館住宿,2016-07,屏東縣,60-65,1445.0,11492649.0
旅館住宿,2016-07,屏東縣,65-70,706.0,5647499.0
旅館住宿,2016-07,屏東縣,70-75,209.0,1751158.0
旅館住宿,2016-07,屏東縣,75-80,92.0,742670.0
旅館住宿,2016-07,屏東縣,80-,105.0,859916.0
旅館住宿,2016-07,彰化縣,0-20,74.0,277388.0
旅館住宿,2016-07,彰化縣,20-25,1094.0,3382386.0
旅館住宿,2016-07,彰化縣,25-30,3798.0,13757930.0
旅館住宿,2016-07,彰化縣,30-35,6397.0,26766112.0
旅館住宿,2016-07,彰化縣,35-40,8088.0,32092814.0
旅館住宿,2016-07,彰化縣,40-45,7875.0,33944378.0
旅館住宿,2016-07,彰化縣,45-50,7459.0,32830966.0
旅館住宿,2016-07,彰化縣,50-55,5368.0,22961266.0
旅館住宿,2016-07,彰化縣,55-60,3157.0,14361828.0
旅館住宿,2016-07,彰化縣,60-65,1752.0,6577317.0
旅館住宿,2016-07,彰化縣,65-70,738.0,3104215.0
旅館住宿,2016-07,彰化縣,70-75,176.0,525000.0
旅館住宿,2016-07,彰化縣,75-80,98.0,512576.0
旅館住宿,2016-07,彰化縣,80-,120.0,501505.0
旅館住宿,2016-07,新竹市,0-20,73.0,446183.0
旅館住宿,2016-07,新竹市,20-25,1214.0,4180016.0
旅館住宿,2016-07,新竹市,25-30,4803.0,18832752.0
旅館住宿,2016-07,新竹市,30-35,8867.0,36256369.0
旅館住宿,2016-07,新竹市,35-40,12169.0,49937762.0
旅館住宿,2016-07,新竹市,40-45,10456.0,42489066.0
旅館住宿,2016-07,新竹市,45-50,8341.0,39112727.0
旅館住宿,2016-07,新竹市,50-55,5958.0,29432870.0
旅館住宿,2016-07,新竹市,55-60,3581.0,17930644.0
旅館住宿,2016-07,新竹市,60-65,2023.0,9368491.0
旅館住宿,2016-07,新竹市,65-70,804.0,4270761.0
旅館住宿,2016-07,新竹市,70-75,259.0,1459595.0
旅館住宿,2016-07,新竹市,75-80,106.0,498511.0
旅館住宿,2016-07,新竹市,80-,117.0,660714.0
旅館住宿,2016-07,新竹縣,0-20,38.0,93029.0
旅館住宿,2016-07,新竹縣,20-25,584.0,2034192.0
旅館住宿,2016-07,新竹縣,25-30,2503.0,11633758.0
旅館住宿,2016-07,新竹縣,30-35,5302.0,24082757.0
旅館住宿,2016-07,新竹縣,35-40,8678.0,37625232.0
旅館住宿,2016-07,新竹縣,40-45,8405.0,35917943.0
旅館住宿,2016-07,新竹縣,45-50,6783.0,29651800.0
旅館住宿,2016-07,新竹縣,50-55,4854.0,22218232.0
旅館住宿,2016-07,新竹縣,55-60,2578.0,11912503.0
旅館住宿,2016-07,新竹縣,60-65,1503.0,6592832.0
旅館住宿,2016-07,新竹縣,65-70,652.0,3393664.0
旅館住宿,2016-07,新竹縣,70-75,210.0,946584.0
旅館住宿,2016-07,新竹縣,75-80,72.0,174953.0
旅館住宿,2016-07,新竹縣,80-,84.0,422611.0
旅館住宿,2016-07,澎湖縣,0-20,21.0,89992.0
旅館住宿,2016-07,澎湖縣,20-25,216.0,870841.0
旅館住宿,2016-07,澎湖縣,25-30,360.0,1676008.0
旅館住宿,2016-07,澎湖縣,30-35,632.0,4676975.0
旅館住宿,2016-07,澎湖縣,35-40,1035.0,7281595.0
